InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
536409,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,12/1/2010 11:45,0.29,17908.0
536409,22111,SCOTTIE DOG HOT WATER BOTTLE,1,12/1/2010 11:45,4.95,17908.0
536409,22112,CHOCOLATE HOT WATER BOTTLE,1,12/1/2010 11:45,4.95,17908.0
536605,21364,PEACE SMALL WOOD LETTERS,2,12/2/2010 8:52,6.75,13715.0
536605,22219,LOVEBIRD HANGING DECORATION WHITE ,12,12/2/2010 8:52,0.85,13715.0
536605,20966,SANDWICH BATH SPONGE,10,12/2/2010 8:52,1.25,13715.0
536605,22107,PIZZA PLATE IN BOX,8,12/2/2010 8:52,3.75,13715.0
536605,22109,FULL ENGLISH BREAKFAST PLATE,8,12/2/2010 8:52,3.75,13715.0
536605,21181,PLEASE ONE PERSON METAL SIGN,12,12/2/2010 8:52,2.1,13715.0
536605,21042,RED RETROSPOT APRON ,3,12/2/2010 8:52,5.95,13715.0
536605,47567B,TEA TIME KITCHEN APRON,3,12/2/2010 8:52,5.95,13715.0
536605,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12/2/2010 8:52,4.95,13715.0
536605,22271,FELTCRAFT DOLL ROSIE,6,12/2/2010 8:52,2.95,13715.0
536605,22272,FELTCRAFT DOLL MARIA,6,12/2/2010 8:52,2.95,13715.0
536605,22273,FELTCRAFT DOLL MOLLY,6,12/2/2010 8:52,2.95,13715.0
536605,22274,FELTCRAFT DOLL EMILY,6,12/2/2010 8:52,2.95,13715.0
536605,20963,APPLE BATH SPONGE,10,12/2/2010 8:52,1.25,13715.0
536605,21172,PARTY METAL SIGN ,12,12/2/2010 8:52,1.45,13715.0
536744,22898,CHILDRENS APRON APPLES DESIGN,25,12/2/2010 13:36,1.95,14466.0
536744,47591D,PINK FAIRY CAKE CHILDRENS APRON,50,12/2/2010 13:36,1.65,14466.0
536744,21156,RETROSPOT CHILDRENS APRON,25,12/2/2010 13:36,1.95,14466.0
536744,22367,CHILDRENS APRON SPACEBOY DESIGN,10,12/2/2010 13:36,1.95,14466.0
536744,22955,36 FOIL STAR CAKE CASES ,6,12/2/2010 13:36,2.1,14466.0
536744,22956,36 FOIL HEART CAKE CASES,6,12/2/2010 13:36,2.1,14466.0
536744,21625,VINTAGE UNION JACK APRON,6,12/2/2010 13:36,6.95,14466.0
536744,22423,REGENCY CAKESTAND 3 TIER,6,12/2/2010 13:36,12.75,14466.0
536744,21843,RED RETROSPOT CAKE STAND,2,12/2/2010 13:36,10.95,14466.0
536744,22839,3 TIER CAKE TIN GREEN AND CREAM,1,12/2/2010 13:36,14.95,14466.0
536745,22738,RIBBON REEL SNOWY VILLAGE,30,12/2/2010 13:38,1.65,17235.0
536745,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,8,12/2/2010 13:38,3.75,17235.0
536745,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,12,12/2/2010 13:38,2.95,17235.0
536745,20749,ASSORTED COLOUR MINI CASES,8,12/2/2010 13:38,7.95,17235.0
536745,20750,RED RETROSPOT MINI CASES,8,12/2/2010 13:38,7.95,17235.0
536745,22077,6 RIBBONS RUSTIC CHARM,24,12/2/2010 13:38,1.65,17235.0
536745,22736,RIBBON REEL MAKING SNOWMEN ,10,12/2/2010 13:38,1.65,17235.0
536745,22737,RIBBON REEL CHRISTMAS PRESENT ,10,12/2/2010 13:38,1.65,17235.0
536745,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,12/2/2010 13:38,4.25,17235.0
536745,85177,BASKET OF FLOWERS SEWING KIT,12,12/2/2010 13:38,0.85,17235.0
536753,22632,HAND WARMER RED POLKA DOT,6,12/2/2010 14:07,1.85,17850.0
536753,22633,HAND WARMER UNION JACK,6,12/2/2010 14:07,1.85,17850.0
C536757,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9360,12/2/2010 14:23,0.03,15838.0
536769,22776,SWEETHEART CAKESTAND 3 TIER,4,12/2/2010 14:47,9.95,17581.0
536769,20724,RED RETROSPOT CHARLOTTE BAG,10,12/2/2010 14:47,0.85,17581.0
536769,20725,LUNCH BAG RED RETROSPOT,10,12/2/2010 14:47,1.65,17581.0
536769,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,12/2/2010 14:47,0.85,17581.0
536769,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,12/2/2010 14:47,1.45,17581.0
536769,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/2/2010 14:47,0.55,17581.0
536769,22083,PAPER CHAIN KIT RETROSPOT,12,12/2/2010 14:47,2.95,17581.0
536769,22333,RETROSPOT PARTY BAG + STICKER SET,8,12/2/2010 14:47,1.65,17581.0
536769,22084,PAPER CHAIN KIT EMPIRE,6,12/2/2010 14:47,2.95,17581.0
536769,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,12/2/2010 14:47,2.95,17581.0
536769,22575,METAL MERRY CHRISTMAS WREATH,8,12/2/2010 14:47,1.95,17581.0
536769,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,12/2/2010 14:47,0.85,17581.0
536769,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,12/2/2010 14:47,2.95,17581.0
536769,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,12/2/2010 14:47,0.55,17581.0
536769,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,18,12/2/2010 14:47,2.55,17581.0
536769,22356,CHARLOTTE BAG PINK POLKADOT,10,12/2/2010 14:47,0.85,17581.0
536769,22384,LUNCH BAG PINK POLKADOT,10,12/2/2010 14:47,1.65,17581.0
536769,20727,LUNCH BAG  BLACK SKULL.,10,12/2/2010 14:47,1.65,17581.0
536769,22380,TOY TIDY SPACEBOY  ,5,12/2/2010 14:47,2.1,17581.0
536769,22382,LUNCH BAG SPACEBOY DESIGN ,10,12/2/2010 14:47,1.65,17581.0
536769,72801C,4 ROSE PINK DINNER CANDLES,12,12/2/2010 14:47,1.25,17581.0
536769,72801D,4 SKY BLUE DINNER CANDLES,12,12/2/2010 14:47,1.25,17581.0
536769,79321,CHILLI LIGHTS,4,12/2/2010 14:47,4.95,17581.0
536769,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,12/2/2010 14:47,0.85,17581.0
536769,22198,LARGE POPCORN HOLDER ,12,12/2/2010 14:47,1.65,17581.0
536769,22862,LOVE HEART NAPKIN BOX ,4,12/2/2010 14:47,4.25,17581.0
536769,22726,ALARM CLOCK BAKELIKE GREEN,8,12/2/2010 14:47,3.75,17581.0
536769,22729,ALARM CLOCK BAKELIKE ORANGE,4,12/2/2010 14:47,3.75,17581.0
536769,21735,TWO DOOR CURIO CABINET,2,12/2/2010 14:47,12.75,17581.0
536769,22355,CHARLOTTE BAG SUKI DESIGN,10,12/2/2010 14:47,0.85,17581.0
536769,22733,3D TRADITIONAL CHRISTMAS STICKERS,20,12/2/2010 14:47,1.25,17581.0
536779,BANK CHARGES,Bank Charges,1,12/2/2010 15:08,15.0,15823.0
C536807,22501,PICNIC BASKET WICKER LARGE,-2,12/2/2010 16:45,9.95,15834.0
C536807,22778,GLASS CLOCHE SMALL,-1,12/2/2010 16:45,3.95,15834.0
536838,15036,ASSORTED COLOURS SILK FAN,24,12/2/2010 18:23,0.75,14865.0
536838,72232,FENG SHUI PILLAR CANDLE,48,12/2/2010 18:23,0.19,14865.0
536838,40016,CHINESE DRAGON PAPER LANTERNS,24,12/2/2010 18:23,0.42,14865.0
536843,22966,GINGERBREAD MAN COOKIE CUTTER,12,12/2/2010 18:46,1.25,17552.0
536843,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,12/2/2010 18:46,9.95,17552.0
536851,20682,RED RETROSPOT CHILDRENS UMBRELLA,24,12/3/2010 9:49,3.25,12967.0
536851,22111,SCOTTIE DOG HOT WATER BOTTLE,36,12/3/2010 9:49,4.95,12967.0
536851,21485,RETROSPOT HEART HOT WATER BOTTLE,6,12/3/2010 9:49,4.95,12967.0
536851,22128,PARTY CONES CANDY ASSORTED,60,12/3/2010 9:49,1.25,12967.0
536851,20749,ASSORTED COLOUR MINI CASES,12,12/3/2010 9:49,7.95,12967.0
536851,22276,WASH BAG VINTAGE ROSE PAISLEY,36,12/3/2010 9:49,2.55,12967.0
536851,22503,CABIN BAG VINTAGE PAISLEY,6,12/3/2010 9:49,29.95,12967.0
536851,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,48,12/3/2010 9:49,4.25,12967.0
536851,21429,RED GINGHAM ROSE JEWELLERY BOX,56,12/3/2010 9:49,1.65,12967.0
536851,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,8,12/3/2010 9:49,4.25,12967.0
536851,22333,RETROSPOT PARTY BAG + STICKER SET,32,12/3/2010 9:49,1.65,12967.0
536851,22180,RETROSPOT LAMP,6,12/3/2010 9:49,9.95,12967.0
536851,22504,CABIN BAG VINTAGE RETROSPOT,6,12/3/2010 9:49,29.95,12967.0
536851,21094,SET/6 RED SPOTTY PAPER PLATES,12,12/3/2010 9:49,0.85,12967.0
536851,21086,SET/6 RED SPOTTY PAPER CUPS,12,12/3/2010 9:49,0.65,12967.0
536994,22072,RED RETROSPOT TEA CUP AND SAUCER ,8,12/3/2010 15:25,3.75,14898.0
536994,84880,WHITE WIRE EGG HOLDER,9,12/3/2010 15:25,5.95,14898.0
536994,21781,MA CAMPAGNE CUTLERY BOX,1,12/3/2010 15:25,14.95,14898.0
537026,84375,SET OF 20 KIDS COOKIE CUTTERS,12,12/3/2010 16:35,2.1,12395.0
537026,21217,RED RETROSPOT ROUND CAKE TINS,2,12/3/2010 16:35,9.95,12395.0
537026,21212,PACK OF 72 RETROSPOT CAKE CASES,120,12/3/2010 16:35,0.42,12395.0
537026,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,12/3/2010 16:35,0.42,12395.0
537026,22417,PACK OF 60 SPACEBOY CAKE CASES,120,12/3/2010 16:35,0.42,12395.0
537026,21975,PACK OF 60 DINOSAUR CAKE CASES,48,12/3/2010 16:35,0.55,12395.0
537026,21976,PACK OF 60 MUSHROOM CAKE CASES,48,12/3/2010 16:35,0.55,12395.0
537026,22551,PLASTERS IN TIN SPACEBOY,12,12/3/2010 16:35,1.65,12395.0
537026,85099B,JUMBO BAG RED RETROSPOT,10,12/3/2010 16:35,1.95,12395.0
537026,22355,CHARLOTTE BAG SUKI DESIGN,10,12/3/2010 16:35,0.85,12395.0
537026,84992,72 SWEETHEART FAIRY CAKE CASES,24,12/3/2010 16:35,0.55,12395.0
537026,POST,POSTAGE,2,12/3/2010 16:35,18.0,12395.0
537055,15056BL,EDWARDIAN PARASOL BLACK,2,12/5/2010 11:45,5.95,16814.0
537055,22415,WHITE TISSUE REAM,1,12/5/2010 11:45,7.95,16814.0
537055,22294,HEART FILIGREE DOVE  SMALL,24,12/5/2010 11:45,1.25,16814.0
537055,21889,WOODEN BOX OF DOMINOES,4,12/5/2010 11:45,1.25,16814.0
537055,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/5/2010 11:45,2.95,16814.0
537055,21790,VINTAGE SNAP CARDS,4,12/5/2010 11:45,0.85,16814.0
537055,22480,RED TEA TOWEL CLASSIC DESIGN,6,12/5/2010 11:45,1.25,16814.0
537055,22482,BLUE TEA TOWEL CLASSIC DESIGN,6,12/5/2010 11:45,1.25,16814.0
537055,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/5/2010 11:45,2.95,16814.0
537055,82482,WOODEN PICTURE FRAME WHITE FINISH,12,12/5/2010 11:45,2.55,16814.0
537055,84879,ASSORTED COLOUR BIRD ORNAMENT,16,12/5/2010 11:45,1.69,16814.0
537055,22667,RECIPE BOX RETROSPOT ,2,12/5/2010 11:45,2.95,16814.0
537055,22784,LANTERN CREAM GAZEBO ,6,12/5/2010 11:45,4.95,16814.0
537055,21755,LOVE BUILDING BLOCK WORD,6,12/5/2010 11:45,5.95,16814.0
537055,21754,HOME BUILDING BLOCK WORD,6,12/5/2010 11:45,5.95,16814.0
537128,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,12/5/2010 12:15,9.95,12841.0
537128,22468,BABUSHKA LIGHTS STRING OF 10,4,12/5/2010 12:15,6.75,12841.0
537128,84898F,YELLOW FLOWERS FELT HANDBAG KIT,1,12/5/2010 12:15,2.1,12841.0
537128,22190,LOCAL CAFE MUG,1,12/5/2010 12:15,2.1,12841.0
537128,22956,36 FOIL HEART CAKE CASES,2,12/5/2010 12:15,2.1,12841.0
537128,22314,OFFICE MUG WARMER CHOC+BLUE,1,12/5/2010 12:15,2.95,12841.0
537128,21949,SET OF 6 STRAWBERRY CHOPSTICKS,3,12/5/2010 12:15,1.25,12841.0
537128,84375,SET OF 20 KIDS COOKIE CUTTERS,1,12/5/2010 12:15,2.1,12841.0
537128,79321,CHILLI LIGHTS,4,12/5/2010 12:15,4.95,12841.0
537128,21445,12 PINK ROSE PEG PLACE SETTINGS,4,12/5/2010 12:15,1.25,12841.0
537128,22573,STAR WOODEN CHRISTMAS DECORATION,20,12/5/2010 12:15,0.85,12841.0
537128,22572,ROCKING HORSE GREEN CHRISTMAS ,5,12/5/2010 12:15,0.85,12841.0
537128,85199S,SMALL HANGING IVORY/RED WOOD BIRD,12,12/5/2010 12:15,0.42,12841.0
537128,21447,12 IVORY ROSE PEG PLACE SETTINGS,4,12/5/2010 12:15,1.25,12841.0
537128,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,12/5/2010 12:15,2.95,12841.0
537128,22569,FELTCRAFT CUSHION BUTTERFLY,1,12/5/2010 12:15,3.75,12841.0
537128,22593,CHRISTMAS GINGHAM STAR,36,12/5/2010 12:15,0.85,12841.0
537128,77101A,UNION FLAG WINDSOCK,4,12/5/2010 12:15,1.25,12841.0
537128,22945,CHRISTMAS METAL TAGS ASSORTED ,12,12/5/2010 12:15,0.85,12841.0
537128,72741,GRAND CHOCOLATECANDLE,9,12/5/2010 12:15,1.45,12841.0
537128,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5,12/5/2010 12:15,2.95,12841.0
537128,22499,WOODEN UNION JACK BUNTING,2,12/5/2010 12:15,5.95,12841.0
537128,47566,PARTY BUNTING,2,12/5/2010 12:15,4.65,12841.0
537130,22835,HOT WATER BOTTLE I AM SO POORLY,2,12/5/2010 12:23,4.65,17796.0
537130,22795,SWEETHEART RECIPE BOOK STAND,1,12/5/2010 12:23,6.75,17796.0
537130,84378,SET OF 3 HEART COOKIE CUTTERS,2,12/5/2010 12:23,1.25,17796.0
537130,22727,ALARM CLOCK BAKELIKE RED ,1,12/5/2010 12:23,3.75,17796.0
537130,22960,JAM MAKING SET WITH JARS,1,12/5/2010 12:23,4.25,17796.0
537130,22829,SWEETHEART WIRE WALL TIDY,1,12/5/2010 12:23,9.95,17796.0
537130,21479,WHITE SKULL HOT WATER BOTTLE ,2,12/5/2010 12:23,3.75,17796.0
537130,21591,COSY HOUR CIGAR BOX MATCHES ,2,12/5/2010 12:23,1.25,17796.0
537130,21174,POTTERING IN THE SHED METAL SIGN,1,12/5/2010 12:23,1.95,17796.0
537130,21181,PLEASE ONE PERSON METAL SIGN,1,12/5/2010 12:23,2.1,17796.0
537130,22630,DOLLY GIRL LUNCH BOX,1,12/5/2010 12:23,1.95,17796.0
537130,22913,RED COAT RACK PARIS FASHION,1,12/5/2010 12:23,4.95,17796.0
537130,22224,WHITE LOVEBIRD LANTERN,2,12/5/2010 12:23,2.95,17796.0
537130,22926,IVORY GIANT GARDEN THERMOMETER,2,12/5/2010 12:23,5.95,17796.0
537130,21539,RED RETROSPOT BUTTER DISH,1,12/5/2010 12:23,4.95,17796.0
537130,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,12/5/2010 12:23,4.95,17796.0
537130,22784,LANTERN CREAM GAZEBO ,4,12/5/2010 12:23,4.95,17796.0
537130,22427,ENAMEL FLOWER JUG CREAM,1,12/5/2010 12:23,5.95,17796.0
537130,21218,RED SPOTTY BISCUIT TIN,1,12/5/2010 12:23,3.75,17796.0
C537203,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,12/5/2010 14:44,9.95,14606.0
C537203,21424,WOODLAND STORAGE BOX LARGE ,-1,12/5/2010 14:44,2.95,14606.0
537204,22297,HEART IVORY TRELLIS SMALL,6,12/5/2010 14:45,1.25,15555.0
537204,22294,HEART FILIGREE DOVE  SMALL,6,12/5/2010 14:45,1.25,15555.0
537204,22295,HEART FILIGREE DOVE LARGE,5,12/5/2010 14:45,1.65,15555.0
537204,22296,HEART IVORY TRELLIS LARGE,5,12/5/2010 14:45,1.65,15555.0
537204,22154,ANGEL DECORATION 3 BUTTONS ,12,12/5/2010 14:45,0.42,15555.0
537204,22155,STAR DECORATION RUSTIC,10,12/5/2010 14:45,0.42,15555.0
537204,22603,CHRISTMAS RETROSPOT TREE WOOD,5,12/5/2010 14:45,0.85,15555.0
537204,22600,CHRISTMAS RETROSPOT STAR WOOD,5,12/5/2010 14:45,0.85,15555.0
537204,22602,CHRISTMAS RETROSPOT HEART WOOD,5,12/5/2010 14:45,0.85,15555.0
537204,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,12/5/2010 14:45,0.85,15555.0
537204,22571,ROCKING HORSE RED CHRISTMAS ,5,12/5/2010 14:45,0.85,15555.0
537204,22576,SWALLOW WOODEN CHRISTMAS DECORATION,5,12/5/2010 14:45,0.85,15555.0
537204,22601,CHRISTMAS RETROSPOT ANGEL WOOD,3,12/5/2010 14:45,0.85,15555.0
537204,21824,PAINTED METAL STAR WITH HOLLY BELLS,10,12/5/2010 14:45,1.45,15555.0
537204,21014,SWISS CHALET TREE DECORATION ,5,12/5/2010 14:45,0.85,15555.0
537204,21803,CHRISTMAS TREE STAR DECORATION,10,12/5/2010 14:45,0.42,15555.0
537204,21802,CHRISTMAS TREE HEART DECORATION,15,12/5/2010 14:45,0.42,15555.0
537204,21807,WHITE CHRISTMAS STAR DECORATION,10,12/5/2010 14:45,0.42,15555.0
537204,21801,CHRISTMAS TREE DECORATION WITH BELL,10,12/5/2010 14:45,0.42,15555.0
537204,21817,GLITTER CHRISTMAS TREE,6,12/5/2010 14:45,0.85,15555.0
537204,21818,GLITTER CHRISTMAS HEART ,6,12/5/2010 14:45,0.85,15555.0
537204,21819,GLITTER CHRISTMAS STAR ,6,12/5/2010 14:45,0.85,15555.0
537204,21018,BIRD BOX CHRISTMAS TREE DECORATION,15,12/5/2010 14:45,0.85,15555.0
537204,84879,ASSORTED COLOUR BIRD ORNAMENT,8,12/5/2010 14:45,1.69,15555.0
537204,20733,GOLD MINI TAPE MEASURE ,3,12/5/2010 14:45,0.85,15555.0
537204,22560,TRADITIONAL MODELLING CLAY,1,12/5/2010 14:45,1.25,15555.0
537204,22713,CARD I LOVE LONDON ,12,12/5/2010 14:45,0.42,15555.0
537204,22817,CARD SUKI BIRTHDAY,12,12/5/2010 14:45,0.42,15555.0
537204,22024,RAINY LADIES BIRTHDAY CARD,12,12/5/2010 14:45,0.42,15555.0
537204,22045,SPACEBOY GIFT WRAP,25,12/5/2010 14:45,0.42,15555.0
537204,16161U,WRAP SUKI AND FRIENDS,25,12/5/2010 14:45,0.42,15555.0
537204,21497,FANCY FONTS BIRTHDAY WRAP,25,12/5/2010 14:45,0.42,15555.0
537228,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,12/6/2010 8:43,2.1,17677.0
537298,21349,IVY HEART WREATH,4,12/6/2010 11:37,6.75,13497.0
537298,22121,NOEL WOODEN BLOCK LETTERS ,3,12/6/2010 11:37,5.95,13497.0
537298,22119,PEACE WOODEN BLOCK LETTERS,3,12/6/2010 11:37,6.95,13497.0
537298,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,12/6/2010 11:37,2.95,13497.0
537298,22083,PAPER CHAIN KIT RETROSPOT,6,12/6/2010 11:37,2.95,13497.0
537298,22592,CARDHOLDER HOLLY WREATH METAL,4,12/6/2010 11:37,3.75,13497.0
537298,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,12/6/2010 11:37,4.25,13497.0
537298,21014,SWISS CHALET TREE DECORATION ,12,12/6/2010 11:37,0.85,13497.0
537298,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,12/6/2010 11:37,0.85,13497.0
537365,22652,TRAVEL SEWING KIT,10,12/6/2010 12:38,1.65,15078.0
537365,22423,REGENCY CAKESTAND 3 TIER,3,12/6/2010 12:38,12.75,15078.0
537365,85152,HAND OVER THE CHOCOLATE   SIGN ,12,12/6/2010 12:38,2.1,15078.0
537365,22381,TOY TIDY PINK POLKADOT,10,12/6/2010 12:38,2.1,15078.0
537365,22386,JUMBO BAG PINK POLKADOT,10,12/6/2010 12:38,1.95,15078.0
537365,21930,JUMBO STORAGE BAG SKULLS,10,12/6/2010 12:38,1.95,15078.0
537365,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,12/6/2010 12:38,2.95,15078.0
537365,21931,JUMBO STORAGE BAG SUKI,10,12/6/2010 12:38,1.95,15078.0
537365,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,12/6/2010 12:38,1.95,15078.0
537365,21175,GIN + TONIC DIET METAL SIGN,12,12/6/2010 12:38,2.1,15078.0
537365,21166,COOK WITH WINE METAL SIGN ,12,12/6/2010 12:38,1.95,15078.0
537365,82600,NO SINGING METAL SIGN,6,12/6/2010 12:38,2.1,15078.0
537365,21181,PLEASE ONE PERSON METAL SIGN,12,12/6/2010 12:38,2.1,15078.0
537365,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,12/6/2010 12:38,0.85,15078.0
537365,20713,JUMBO BAG OWLS,10,12/6/2010 12:38,1.95,15078.0
537365,20711,JUMBO BAG TOYS ,10,12/6/2010 12:38,1.95,15078.0
537365,48194,DOORMAT HEARTS,2,12/6/2010 12:38,7.95,15078.0
537365,85099F,JUMBO BAG STRAWBERRY,10,12/6/2010 12:38,1.95,15078.0
537365,85014B,RED RETROSPOT UMBRELLA,4,12/6/2010 12:38,5.95,15078.0
537365,20712,JUMBO BAG WOODLAND ANIMALS,10,12/6/2010 12:38,1.95,15078.0
